"","proteinIDs","iBAQ.as_g0_a","iBAQ.as_g0_b","iBAQ.as_g0_c","iBAQ.as_g1_a","iBAQ.as_g1_b","iBAQ.as_g1_c","iBAQ.wt_g0_a","iBAQ.wt_g0_b","iBAQ.wt_g0_c"
"579","D6RFU2;Q99LR1;D6RI21",12494000,1499200,5563400,896150,166260,0,389120,5437400,7243000
"580","D6RFU9;O09117",2970100,2906400,5393300,1747800,0,0,182730,867770,3303200
"581","D6RGQ3;Q8K0H1",0,644000,904940,0,0,0,272170,1140000,4792700
"582","D6RH72;Q3ULB1;Q921W7;P47226",0,228830,952480,436180,0,91164,37668,1988000,1323100
"583","D6RIJ2;E9PWY9;Q8C0C7",0,0,0,0,0,0,0,296790,0
"585","E0CX65;P97797",1072500,866780,303200,0,66055,0,170190,3359400,2049800
"586","E0CXN5;P13707",1063300,183200,48191,479830,94761,63809,272920,3292800,7649700
"587","E0CXZ5",841100,4748500,5922300,797140,163090,84272,318530,21952000,15123000
"588","E0CYE5;Q91XH6;O88384",0,393590,1402800,532560,0,190240,0,489820,682550
"589","E0CZF6;E0CZ18;F8WHW3;E0CYE6;Q3TWL2",604060,237150,488950,0,60754,58874,0,773040,996150
"590","E0CYH0;Q9ER69",278430,0,127480,41663,0,0,0,161870,220250
"591","E0CYQ2;Q9CQ48",257860,0,0,0,0,0,0,240870,0
"592","E0CYU5;Q99LB6",393030,91249,148120,193230,46469,72295,0,363180,335680
"593","F7D432;E9PWE0;E0CYV0;P23506;F6V9F1",199010,0,171500,72634,0,0,0,286310,54390
"594","E5FYH1",343330,75988,311100,19484,12798,0,5433.8,66401,186000
"595","E9PUA7",19441000,1483000,7283900,600550,0,0,0,8192800,5510900
"596","E9PUD2",54792,0,0,0,0,0,0,39755,0
"597","E9PUF7;Q61210;A0A0U1RPP2;A0A0U1RPN7",17190,0,0,0,0,0,0,67201,0
"598","E9PV24",0,256670,651120,238850,9881.3,36775,0,0,0
"599","E9PXV7;E9PV41;O08808;F6XC54;D3Z074",224340,0,0,0,0,0,0,98889,0
"600","E9PV44;O35143",247130000,23583000,117370000,12461000,3671800,3457700,18686000,128610000,535680000
"601","E9PVA6;F6SLJ2;F6U8T2;Q80XR8;J3QK07;D3Z1I2;Q9JLQ2;F7BIK4",646710,0,113990,0,0,0,0,571880,138070
"602","E9PVC6;E9Q9E1;E9PVC5;Q6NZJ6;A0A0J9YUS5;A0A0J9YUL1;D3Z439;A0A0J9YVC1;A0A0J9YUC1;E9Q770;A0A0J9YU44;A0A0J9YTV0;D3YWY7;D3YWM1",174130,8116.7,56760,8456.3,1501.3,0,0,247370,118010
"603","E9PVT9;E9Q997;Q05DV1;P37040;F6R7H8",0,120590,159040,104900,55203,70430,0,840770,590990
"604","E9PVU0;E9Q175;E9Q174;V9GXM4;V9GX76;E9Q3L1;Q64331",72729,59422,34238,195010,86486,53266,64644,655110,1004400
"605","E9QAH1;E9PVZ8",82877,210170,297210,30545,4069.1,8319.4,12639,18523,556120
"606","E9PW20;Q9CY57;D3YZA1;D3Z7T7",2053500,325560,381770,653840,175700,114050,212560,1280300,1847000
"607","E9PWE9;P48025",149730,0,69510,0,0,0,0,101870,0
"608","E9PWK1;Q9D379;F6YTS6",215860,264420,445280,115550,29605,0,32280,238500,258810
"609","E9PWW2;D3YZP0;D3YZJ9",0,0,0,0,0,0,0,122100,65352
"610","E9PX77;F8WGT1;Q68FL4",1727100,464330,389700,285010,0,151530,301730,1535700,1823400
"611","E9Q705;E9PX89;Q8CEI1",0,0,0,0,0,0,0,0,120080
"612","E9PXI0;P27870;Q8VDU4",271450,24963,83030,24530,0,0,0,29479,45730
"613","E9PXX7;Q91W90;A0A0R4J1Y7",301290,168930,400300,39928,18140,19934,0,414000,481800
"614","E9PY03",0,615340,754750,401580,0,0,0,1120300,1375400
"615","E9PY39;B7ZBY7;Q99LQ7",0,0,0,0,0,0,0,0,126790
"616","E9PYD5;P10711",359000,0,143390,0,0,0,19200,556210,587690
"617","E9PYF1;Q8VCT3",643390,24155,171030,0,0,0,0,199380,292680
"618","E9PYK0;Q8VCW4",463530,0,0,0,0,0,0,0,0
"619","E9PYN1;Q8R5M8",266680,0,0,0,0,0,0,326490,582710
"620","E9PYT3;Q91YH5",65381,45648,71708,37711,0,0,0,103500,96675
"621","E9PZ00;Q8BFQ1;K3W4L3;J3QPG5;Q61207",810560,58500,247830,201230,58725,32052,0,123880,199180
"622","E9PZB2",17180000,4497800,5108000,3461300,1007000,314490,1546800,3582700,20082000
"623","E9PZC3;Q923D2;E9PZC4;A0A0U1RPU7",5944600,530570,3168200,860720,226500,158650,30098,4498000,3014200
"624","G3X9T8;G3X8Q5;E9PZD8;Q61147;G3UXG1",234550,264210,723310,158900,37627,20734,0,23637,0
"625","E9PZF0;Q01768;Q5NC79",5286700,2948000,6495800,2160100,350830,473690,282970,9917900,4247500
"626","E9Q007;A0A087WPY5;Q61767;Q61694;E9PXG7;P26150;P26149;O35469;B1ARP0",246890,630440,309920,342430,0,47736,435420,1323500,3605100
"627","E9Q0G1;Q9CQJ6",2788200,233870,1317300,358010,44625,0,75190,2573400,3009900
"628","E9Q0Y4;P46062;Q3V403",188380,13225,36410,0,0,0,0,45961,22207
"629","E9Q133;Q3U0I3;P80318;F6Q609;F6ZVG8",2882400,333240,1212700,396790,22107,0,8334,1948700,1879400
"630","E9Q137",439440,0,126230,59774,0,0,25725,490350,611890
"631","E9Q9F5;E9Q1G8;O55131",3674500,195970,1921900,365520,203090,24146,26399,1721000,946530
"632","E9Q1J7;Q99MN9;D3YZC1;A0A087WQV1",428720,259990,604890,231750,38864,41598,520110,3656200,4933400
"633","E9Q1K3;F8WHZ9;F8WGR0;Q9QYC0;F6V4G5;D3Z0T1;Q9QYB8",213480,0,0,141660,0,0,53242,614240,911790
"634","E9Q1P8;Q8K3X4",115780,0,127780,23207,0,6403.9,0,237950,134840
"635","E9Q1R2;Q9DCU9",0,194250,113900,137330,0,44716,72173,817350,1114800
"636","E9QAX7;E9Q1T9;Q9ERK4;F6ZEW4",0,49734,0,51101,11470,0,12233,299230,180490
"637","E9Q1V3;O35435",119960,0,199360,0,0,0,60382,281950,729530
"638","E9Q242;P54822;E9Q3T7;A0A140LHU1;A0A0G2JFI8;E9Q0A0",261060,0,292220,86120,0,0,8676.4,733370,206710
"639","F7CCX1;E9Q2A6;Q3UDE9;Q9QVP9",0,0,0,0,0,0,0,303530,71079
"640","F6VUK8;E9Q2C8;F6WLY0;G5E880;Q60664",609910,122800,0,0,0,0,0,325170,295530
"642","E9Q3G8",323030,32858,0,41968,6620.8,13433,7907.3,106600,167020
"643","E9Q3L4;D3Z2E7",0,0,60662,0,0,0,0,589110,0
"644","E9Q5P9;E9Q3M0;Q62432;F7BUP2;E9PXA8;A2CG44;Q8BUN5;Q9JIW5",152390,56404,70945,40463,0,0,0,193680,51533
"645","E9Q3V2",179280,0,0,21909,0,0,126050,595650,1783800
"646","E9Q3V6;P42208;G3UYQ0",211610,101520,362590,82289,22013,0,0,795110,410240
"647","E9Q3W4;Q9QXS1;A0A3B2W7J8;E9PW24;A0A0R4J223;E9Q9J6;A0A0R4J221;A0A0R4J218",90071,21289,46954,83309,11428,10598,1462.8,45121,170910
"648","E9Q3Z4",221380,0,99076,35160,0,0,0,127240,112320
"649","E9Q4B9;P56212",1850800,208270,765410,263140,0,0,69128,960890,1948500
"650","E9Q4M4;Q91VN4",0,246560,317580,190050,32098,0,349040,795950,2767800
"651","E9Q4Y0;E9QA05;Q8C405;O35892;D6RIJ4;A0A1B0GX24",374360,0,124060,0,0,0,0,152950,0
"652","F8WH23;E9Q5D9;Q61581",429970,1369700,3244900,530820,467370,572860,104280,1046600,1970800
"653","E9Q5F4;G3UZ07;E9Q606;E9Q2D1;F6WX90;V9GXQ2",3723000,2171300,3923000,2090300,296210,391290,274290,907340,1396400
"654","E9Q5I9;Q9WVJ2;E9PY93;F6ZQQ3;E9Q0U1",116230,43964,124740,35969,0,0,0,195690,354680
"655","E9Q604;G5E8F1;E9Q5K8;Q3U1U4;P05555;A0A0R4J1B4;D6RJ73",2438800,642590,1892400,187760,0,8574.7,0,748350,29073
"656","E9Q5X5;Q07797",2245600,0,571220,142210,0,0,0,169260,247330
"657","E9Q616;A0A494BBD5;G5E8K8;A0A494B8Y7",297050,67719,249050,91479,25718,29246,1596.1,181320,57314
"658","E9Q634",85709,0,40994,0,0,0,0,49438,0
"660","E9Q8C5;E9Q6F0;G3X9I1;G5E911;Q91VU0",1543300,0,1576600,242600,0,0,0,641180,672500
"661","E9Q6G4;Q91V24",0,219660,210530,99876,63642,0,0,0,0
"662","E9Q6R3;O08547",226240,135030,269260,195910,44756,45143,0,422890,412000
"663","E9Q6U4;Q3UWL8",2241300,0,0,0,250430,0,0,2583600,525610
"664","H3BKL7;E9Q797;P49183",0,0,1799800,323320,143960,0,47765,0,0
"665","F6UFB9;E9Q798;P61750",1929400,1149600,1300700,1333600,135190,111980,0,755940,622320
"666","E9Q7A5;E9Q8R5;Q99JY4;E9PXM1",0,0,0,0,0,0,0,77326,232020
"667","E9Q7G0;F6ZQA3;A0A1B0GSW3;A0A1B0GT61",407070,49867,168240,94647,30061,28712,12232,455620,338150
"668","E9Q7Q3;D3Z6I8;A0A0R4J1P2;P21107",58915000,17398000,44168000,11769000,2159500,2194400,2775500,51068000,40530000
"669","E9Q805;F8VPU2",0,0,0,606650,76851,75636,344060,147260,128310
"670","F7AAP4;E9Q828;Q6Q477",0,26275,0,17633,0,40003,0,0,101330
"671","E9Q852;E9Q9C3;Q9QZQ1;F7C3I9;E9PYX7",16779,0,0,21992,0,0,0,54459,28873
"672","E9Q855;Q3UXS0;O35609",1887000,108490,305240,426740,0,73998,0,1170900,1464500
"673","E9Q866;Q8BU30",0,0,0,0,0,0,0,213180,0
"674","F7AA45;E9Q8F0;Q8VH51",121760,0,110070,68582,0,0,0,131250,53355
"675","E9Q8N8;O88343",0,0,0,0,0,0,43135,506350,899160
"676","E9Q8S8;Q3TRM8;D3Z2E4;D6RFA3",392100,57684,107960,0,4476.7,0,15104,183130,41672
"677","Q3TU36;E9Q912;E9Q6Q4",1608400,34820,394890,71288,0,0,16400,467910,566000
"678","E9Q9C5;P63082",1441200,2025400,3229100,402020,0,0,0,0,0
"679","E9Q9S3;Q6EJB6",130200,34780,109250,494430,40430,0,0,0,0
"680","E9QAJ9;Q3UIA2",0,0,0,0,0,0,0,312840,100670
"681","E9QAS4;E9QAS5;Q6PDQ2;F6WR45;E9PYU4;E9PYL1;A2A8L1;F7C528;E9Q614;B1AR17",298420,32813,148680,30840,0,4484.1,0,131080,98850
"682","E9QAT4;F7BPW6",0,12774,0,0,0,0,0,36420,28102
"683","E9QLB2;Q3UFF7",183350,0,153880,0,32634,0,162490,576750,1546400
"684","E9QMK9;Q8BH86;F7CUW7",418850,30519,112040,47193,4136,6247.2,208760,1051900,2399000
"685","E9QMX7;Q640N3",0,0,0,0,0,0,0,104530,40482
"686","E9QN08;Q80T06;P57776;D3YUQ9;A0A0R4J1E2",11103000,666740,3913800,1514900,249570,559790,382910,10818000,9610700
"687","E9QN70;P02469",31435,53866,81545,48921,4663.1,0,12799,60535,60520
"688","E9QND8;Q6PA06",133640,0,0,0,0,0,0,109230,276230
"689","E9QNH7;Q5XG73",0,0,0,0,0,0,0,44073,44828
"690","E9QNN1;A0A087WPL5;Q3UR42;O70133;A0A0R4J2C3",78746,62493,125070,50285,6944.6,30604,0,187910,47554
"691","E9QP46;Q6ZWQ0;D3Z412;D3YVK9;F7BX34;F6W8R9;Q6DFZ2",0,2286.9,4326.1,4214.8,920.46,2218.7,1363.1,3970.4,54107
"692","G5E8R3;E9QPD7;Q05920;A0A286YCC5;A0A494B912;A0A494B951",2968600,1538700,1464100,1416800,320750,301680,3980800,23193000,43514000
"693","E9QPI5;Q6A026;A0A0J9YV33",40604,0,40372,0,0,0,0,65998,70111
"694","E9QPK1;Q8R1U2",0,104570,257630,48748,0,0,357470,871340,4556800
"695","E9QPX3;Q9CXZ1;A0A338P7A0",3467800,3878900,6227900,977030,96171,74477,2148700,18020000,48624000
"696","F2Z3U6;Q3TJI8;P50172",421030,0,813030,0,22334,0,0,193600,710940
"697","F2Z455;Q9R059;D6RJ68",0,0,168120,0,0,26535,0,980860,905130
"698","F2Z471",856460,612850,634360,1068800,53460,98003,96052,461240,1099300
"699","F6QAU7;Q9D0Q7",0,0,0,0,0,0,78344,206210,238720
"700","F6QCI0;Q8BQ46",0,0,0,0,0,0,0,0,0
"701","F6QJV5;Q9Z1A1",152520,0,0,0,0,0,0,0,0
"702","F6RJ39;Q9JIX8;B8JJ89;B8JJ91;B8JJ90;Q52KR6;B8JJ92",724930,52744,542850,242250,18021,15076,24162,913720,794520
"703","F6SQH7;Q91VA6",237410,0,86834,0,0,0,161980,226160,2087500
"704","F6TVP2;E9PYG9",387760,89279,0,37354,0,0,30562,781960,340580
"705","F6UND7;P08103",131110,16373,200630,0,0,0,0,194240,150820
"706","F6UXY4;Q5SWY8",0,52971,178710,99264,0,0,0,0,0
"707","F6UYN4;Q5UE59;E9Q7C9;Q7TNF4;Q8CD76;A0A5F8MPZ2;O88447",953740,0,450350,0,69159,0,0,425100,573190
"708","Q8BPI2;F6V6T4;Q9R0Q3",0,782710,1952400,143040,26728,0,0,0,0
"709","F6V8R7;Q3TE40;Q62193",847000,0,537130,0,0,0,0,804330,468240
"710","F6VVY4;Q8JZU2",1651800,359610,1314900,149450,38678,0,88509,1634100,3671700
"711","F6WR04;O70370",0,0,76874,0,0,0,0,28197,0
"712","F6WUX1;D3Z4Q6;D3YVY4;D3Z266;D3YWW2;D3YWW4;D3YY79",58980,467520,508560,451840,23006,195040,91026,572030,2035500
"713","F6XC25;Q8BRN9",52580,0,0,0,0,0,0,33417,0
"714","F6YA11;Q6P5F9",138880,0,0,0,0,0,0,0,0
"715","F6YVP7;P62270;A0A1Y7VKY1;S4R1N6;A0A3Q4EGP3",6927200,5409400,11261000,4052900,1286000,1992400,168790,6705400,2335000
"716","Q7M739;F6ZDS4;F6RX08",707380,181290,607770,31347,5549.8,0,5793.4,398200,387150
"717","F6ZFT1;F8WJ64;Q9CR21",7845100,0,8247600,5072500,0,40751,1694400,3621900,10065000
"718","G3UW30;F6ZHD8;Q9D6Y9",0,0,0,0,0,0,0,32531,0
"719","F7ADT6;F7ADQ2;Q6PAR5",157040,0,180450,16188,0,0,0,162810,88710
"720","Q6ZWZ6;F7AEH4;P63323;A0A1W2P7A1",5925700,730390,5430300,907940,1261500,698820,0,10605000,7497000
"721","F7AI87",795240,0,171000,0,0,0,0,293590,0
"722","F7ALS6;P05201",348180,207460,446080,263060,50878,63835,0,823460,464830
"723","F7AME8;Q6ZWX0",7293800,0,4137900,0,0,0,680420,4974200,13838000
"724","F7ARZ1;Q3TI14;Q8VE22",0,0,0,0,0,0,0,517620,1417000
"725","F7AVI9;Q6P9R2",805360,560960,570280,268910,47371,44226,71880,1495200,970990
"726","F7B227;O35459",38617,0,0,0,0,0,0,119960,72122
"727","F7BJB9",106600,0,0,0,0,0,0,38736,31173
"728","F7CPX0;Q8VD37",0,0,0,48311,0,0,0,93350,497700
"729","F7CUQ1;Q91WX5;O08734",376420,246370,275420,0,0,0,0,0,0
"730","F8VQJ3;P02468;F6TLW1",91353,93839,723200,94592,19823,0,11864,465900,384700
"732","F8WHL2;Q8CIE6;D6RH55",219640,81739,102550,93406,10962,13324,10348,116970,116340
"733","F8WHM5;Q61543;F6RSH1",263400,141560,394880,140770,8564.4,19636,16515,323490,412710
"734","F8WHU5;Q4VA53",15756,0,0,0,0,0,5366.4,35997,31467
"735","F8WI35;P84244;P02301;E0CZ27;E0CYR7;E0CYN1",0,0,483710,261030,0,0,0,1922600,0
"736","F8WI95;Q9CQT1;F6YY88",23106000,27056000,41665000,198460,0,0,1558100,74770000,1209200
"737","F8WIA3;J3QMA2;J3QK34;P0C8B4",0,0,0,0,0,0,0,557250,0
"738","F8WID5;E9Q450;E9Q452;Q8BSH3;Q8BP43;E9Q454;P58771;S4R2U0",1754400,2337500,8501300,1467700,939970,354910,584660,8422600,11909000
"739","F8WIP8;P10923",594240,312620,831990,180690,0,0,0,0,223480
"740","F8WIT2;P14824",1719300,398790,1105300,443560,17887,0,15436,589280,625450
"741","G3UZZ3;Q3T9X3;Q3TCR7;G3X9G4;F8WIV5;P39054;G3UXX2;A0A0J9YUE9;A0A0J9YUN4;P39053",226170,37300,99198,61822,0,7558,0,187360,118810
"742","F8WJ05;Q61702",0,181550,77248,129820,0,0,0,0,0
"743","F8WJG3;P62996",13498000,825740,1135100,801560,205890,0,418130,9606000,8369300
"744","F8WJK8;Q99L47;E9Q1X9;E9Q1V0",4978700,597880,2598700,1008900,173080,262000,135150,2833600,3783700
"745","G3UVV4;P17710;D3YYR4;D3Z365;E9Q5B5;Q91W97;O08528;E9Q9M6",165560,786390,1008900,312490,64661,39071,36320,1830300,760830
"746","G3UW41;Q9CQH0",1023400,2428900,2619000,1152700,487050,547960,2153700,9543100,35965000
"747","G3UW70;Q9D1L9",0,247800,345450,201070,169280,239980,92847,1048100,513490
"748","G3UWH0;P60060",3460300,1100500,2487600,400220,38184,70888,147740,1077100,4157600
"749","G3UX07;O88508",1191000,0,402200,0,0,0,0,196780,190930
"750","G3UX26;Q60930;A0A286YCR8;D3YUN8;D3YZT5",53595,558450,511450,1176000,217520,290700,25818,359230,82341
"751","G3UX48;Q7TSC1",41324,0,0,0,0,0,0,0,0
"752","G3UX74;G3UY42;Q8CCS6",7209700,0,3363200,1380100,373760,231660,252020,2183100,3554900
"753","G3UYQ9;G3UYX8;G3UX79;Q99N84",200800,0,0,0,0,0,0,0,1343800
"754","G3UZ01;G8JL74;G3UXA6;Q8BHD7;G3UXZ8",1084700,72164,279890,80308,0,32968,0,1094400,932110
"755","G3UXN0;P58465",6328900,172740,2814400,2341200,151660,0,47291,1475100,1889500
"756","G3UXT7;Q8CFQ9;P56959;G3UZD2;Q91VQ2",869120,0,988770,753750,234600,625600,45737,5703800,4450500
"757","G3UXZ5;P97371;G3UXY0;G3X9K9;G3UWN9",18169000,1380200,6251900,1694700,58582,31106,336990,11617000,12330000
"758","G3UYM0;G3UY59;Q9JMD3;G3UYN6;G3UW37;E9PVP0",200770,0,0,0,0,90211,0,259450,0
"759","G3UY93;Q9Z1Q9;G3UZ22;G3UYW2",827300,188920,372900,145400,15755,30882,25479,646040,591630
"760","G3UYI4;G3UYL3;Q8BG32;G3UX67;G3UWV7;G3UYL8;G3UX15",986410,183510,0,0,0,0,82231,1187800,266040
"761","G3UYR8;Q9DBF1;E9Q1H3;G3UY72;E9Q1G1",0,128000,208980,87379,0,0,40035,1185700,1480700
"762","G3UYU4;O08917;G3UZZ5;G3UWW8",1388800,459840,773080,369040,47274,0,28032,276130,269190
"763","G3UYV3;Q64520",0,0,0,0,0,0,0,532710,0
"764","G3UZ26;P50431;G3UZZ9;G3UYY1",0,0,0,0,0,0,0,172480,38110
"765","G3UZA0;Q8BGA5",504590,0,0,51825,0,0,21801,175340,321190
"766","G3UZR1",0,455120,332660,0,0,0,0,0,0
"767","G3V010;P17809",891020,619360,1364600,455730,59077,0,42127,0,699210
"768","G3X8Q0;O89090;Q8BNQ4;Q8C5J0;K4DI62;A0A1Y7VJR5;Q9ESX2;Q64HY3;Q8BMJ8;Q9D2H6;Q62445;O70494",570600,395050,0,137830,183650,118310,0,584130,830040
"769","G3X8R2;Q80VJ2",0,0,0,0,0,0,0,333890,0
"770","G3X8S1;Q9CQV7",0,0,0,0,0,0,0,97499,85307
"771","G3X8T3;P16675;A2A5J8;A2A5J9",6197500,973330,3317200,1074800,169490,343960,68882,1310700,851820
"772","G3X8U3",326430,0,93999,24833,0,0,20371,180930,355480
"773","G3X956;Q920B9",162040,0,0,0,0,0,0,79509,85767
"774","G3X973;Q8R4Y4",0,0,0,0,0,0,0,0,0
"775","G3X9H5;P42859",0,0,0,0,0,0,0,12656,8291.5
"776","G3X9Q1;Q3TZS3;Q61738",0,0,0,0,0,0,0,27833,26456
"777","G3X9Q3;Q3TBD2;D3Z7R7",597740,12698,141680,0,0,0,0,577390,306350
"778","G3XA66;D3YVW0;F7C846;P47802;G3UYJ5;D3Z3F4;G3XA75;G3UXX9",1253900,360290,906480,354680,9590.7,42288,481750,1473300,6748200
"779","G5E814;Q9D8B4;A0A3B2W441",0,1114100,504550,802890,240740,359040,157970,271390,0
"780","G5E829;A0A1W2P7C7;A0A1W2P7R3;Q8C048;S4R1C4;A2ALL9;Q3UHH0;Q0VF55;F8WHB1;Q9R0K7;A0A1W2P867;A0A1W2P772",2467600,345600,1072200,111030,12806,7500.6,26168,825940,864670
"781","G5E850;P56395;E0CY88;A0A494B9D8",10622000,7775600,8461000,3936100,1642100,1665000,17932000,99383000,171760000
"782","G5E866;Q99NB9;A0A087WNS2",520690,54702,449740,109190,14579,10745,8252,535880,566780
"783","G5E874;Q61092",0,23465,42772,0,0,0,0,0,0
"784","G5E8C3;Q8BHL4",0,179500,0,104030,37792,0,0,0,0
"785","Q6PE70;G5E8F8;O70309;A0A338P795",1155500,293060,1036300,148240,14005,0,8466,208720,264200
"786","G5E8R2;G5E8R1;G5E8R0;E9Q453;E9Q456;E9Q455;S4R261",0,0,0,103150,13485,27620,32492,814680,967590
"787","G5E8V9",0,0,0,0,0,0,0,200430,0
"788","G5E924;G3UY56;G3UYY3",3436800,699500,2177800,951910,205310,273750,27749,4695900,2325800
"789","G8JL64;Q8BG84",69809,0,0,0,0,0,0,158510,0
"790","H3BJ37;Q8BIG7",0,93311,0,73199,0,0,0,163600,239330
"791","H3BJU7;H3BJ45;H3BJ40;H3BKH9;H3BJX8;Q60875",495870,18794,212210,15667,5460.8,7921.7,13918,277330,255110
"792","H3BKK1;H3BJ51;Q64FW2;F7CW61",0,0,0,0,0,0,0,136820,414350
"793","H3BJG8",288190,179120,147190,213160,0,0,165100,377600,7263900
"794","H3BKM5;H3BJH7;Q80WT5",0,0,0,0,0,0,0,0,0
"795","H3BJP2;H3BLJ9;H3BJL6;Q9R0P3;H3BK43;H3BKH6;H3BJC6;H3BL99",4721700,913870,1825600,1188700,308840,148820,277880,5403600,5096400
"796","H3BKR2;P62874;H3BLF7",6772000,3663200,5167900,2155800,788040,1348500,0,4708500,1779000
"797","H3BKX5",5594900,461160,2489500,718030,0,0,71166,3717400,1741300
"798","H3BL37;O08784;H3BIX0;F6R3V4",72408,9814,99674,0,0,0,0,331580,260100
"799","H3BLL3;Q921G6;H3BLB4;H3BJU9",129380,0,87870,0,0,0,0,93558,53021
"801","H7BX01;P58281;E0CXD1;F6U775",400810,335890,190470,21176,0,0,11950,659150,1282900
"802","H7BX88;P47934;B7ZDD7",0,0,0,0,0,0,0,446200,467400
"803","H7BX95;Q6PDM2;F7AI47;F6QXN3",4990500,1034100,1910500,991080,240780,128710,133020,4814400,2152700
"804","H9KV01;H9KV15;H9KV00;Q9QX47;H9KV02",120590,106790,48671,0,0,0,0,54373,50615
"805","I7HJS1;O08579;Q3THM8;B7FAU5",324340,0,410870,134340,115940,122430,0,750900,480120
"806","J3JS94;Q9CR70",399390,175540,623680,0,0,0,0,987600,1193700
"807","J3QM80;Q9Z2X1;J3QMT0;J3QMV8;J3QP45",1515700,0,1080400,787750,0,247440,0,3686500,0
"808","J3QMG3;Q60931",377680,1307900,1400900,508250,66253,65203,80645,53873,1679400
"809","J3QN06;J3QMM7;K3W4M4;Q9CZ42",0,0,0,0,0,0,0,448760,243010
"810","J3QP70;J3QPM4;J3QMV5;Q9Z2L7",47183000,1668600,8031100,0,0,0,357180,16541000,19914000
"811","J3QN31;P28650",335010,0,87291,13416,0,0,0,226230,138070
"812","J3QP71;K3W4Q8;P18572",0,0,0,0,0,0,0,110490,95507
"814","K3W4L7;Q9DCG6",0,0,0,0,36808,0,162030,663900,1147400
"815","K3W4R2;Q6URW6;A0A140LI60",3842.7,9127.2,0,16091,0,0,0,0,0
"816","V9GX26;K3W4S6;Q9R062",0,0,0,0,0,0,0,257210,0
"817","K3W4T3;Q9Z1G4;A2A599",95537,85795,233290,80866,17190,25257,0,44358,0
"818","L7N451;Q80SU7;H3BL64",128770,12175,31873,0,0,0,0,45061,35915
"819","M0QWU8;P31786",7509900,1222700,1997300,4717600,1838400,6206200,269300,4145900,2594500
"820","O08529",1391200,556340,456490,225050,65994,35886,31725,374390,420810
"821","O08553;Q6P1J1;P97427;Q3TMU8;O35098;Q71H75",30901000,3343700,10599000,4022900,902750,519360,380630,16146000,9390700
"822","O08583;G3X9I4;Q9JJW6",2629000,359690,1301800,423410,154130,171120,164930,3334800,2412400
"823","O08691",0,68201,406030,0,0,0,0,0,0
"824","O08692",3145800,6480400,13083000,13821000,1988300,2304200,31846,3698800,802830
"825","Q6GT24;O08709;D3Z0Y2;A0A0A6YXQ7;Q8BG37",2941000,376170,1266500,956880,282860,466650,312240,5368600,4798600
"826","O08738",396240,0,0,0,0,0,0,102850,190830
"827","O08749",8743300,5114200,10723000,3280100,825480,555830,4981800,39672000,67321000
"828","O08795",13001000,3545600,9466300,2288700,448920,209900,899210,8732100,17775000
"829","O08807;B1AZS9",9380700,2869500,6063100,3929400,855540,863020,459070,7067400,9108900
"830","O08915;D3YW40",577870,42816,258770,37225,0,0,0,567600,409460
"831","O08966;A0A3B2WB35",120670,195360,0,0,0,0,109460,1400200,5030100
"832","O08972;Q99LD8;G3UZR0",1008700,154490,578940,253630,55104,0,0,518240,339510
"833","Q3TMX0;O08992;A2AKJ5;A2AKJ9;A2AKJ6;H3BLG5",246790,2669700,1168600,416000,101540,94301,0,202980,0
"834","O08997",118280000,13391000,55189000,17230000,2440000,2327800,2953500,143680000,69343000
"835","O09043",0,0,0,132210,0,0,0,0,0
"836","Q9D3L3;O09044;B0R030;B0R029;E9Q8A1",10672000,377780,5794600,298840,84532,0,0,2478400,2065500
"837","O09111",4162400,3311200,4354200,1082300,324450,190970,1608000,11725000,31422000
"838","O09159",1281400,236350,792260,326400,44711,99727,0,352930,102940
"839","O09172;A0A0G2JDI4;H3BJA3;F6VNW5",45725,0,0,0,0,0,127220,710190,1220400
"840","O09174",2358400,927800,669800,992390,163280,153410,3821500,14108000,46318000
"841","O35127",427340,0,295850,0,0,0,0,329410,267690
"842","O35129;F6QPR1;F6Q8V7",796370,1637800,2716000,1181300,112020,46652,129220,902600,1822300
"843","O35215",0,0,326110,197400,65952,354550,40855,1382800,332070
"844","O35226",638080,240900,220900,154650,40716,79692,78313,834710,512570
"845","O35295;P42669",1663400,179400,728080,556600,0,0,0,2122700,1693300
"846","Q9D8S5;O35326;S4R2G3",10351000,1049100,2108100,770070,356470,241660,250160,9467000,3927700
"847","O35343",2794300,272740,1615300,154520,39228,0,33390,916340,1254100
"848","O35344",2443000,171940,854090,209630,55640,24052,36553,1320000,1446100
"849","O35345",0,0,0,0,0,0,0,0,0
"850","O35381;F6UFG6;D3YYE1;D3Z7M9;Q64G17",4661800,845520,1446700,1025400,33932,88951,0,1948400,460460
"851","Q8C391;Q9CXE1;O35382",2454500,2244200,2530700,39920,13929,18918,36836,743110,540960
"852","O35386",0,0,0,23031,0,0,37387,150440,1148700
"853","Q0VDM6;O35409",0,0,65085,0,0,0,0,45721,29273
"854","O35488;A2ANX6",32213,1343700,1169300,929900,197320,103880,117830,1034400,2242600
"855","O35601;A0A2I3BPY6;A0A2I3BRH1",1355900,77614,288960,0,0,0,0,1395200,387970
"856","O35604",229600,86731,222590,99038,0,59671,0,170330,0
"857","O35639;Q3TET3;A0A0G2JGL7;A0A0G2JDV9",1086500,1017000,2583100,1148200,268860,349080,0,552600,0
